CustomerID,TotalOrders,TotalQuantity,TotalSpent,AverageUnitPrice,AverageCartSize,PricePerItem,CartUtilization,IsReferred,UniqueProducts,PaymentMethod_Cash,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,ReferralSource_Email,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral,OrderStatus_Cancelled,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,AverageOrderValue,AverageQuantityPerOrder,SpendPerProduct,Cluster
C35091,1,1,211.14,211.14,1.0,211.14,1.0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,211.14,1.0,211.14,3
C35100,1,2,639.82,319.91,3.0,319.91,0.6666666666666666,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,639.82,2.0,639.82,3
C35117,1,2,1395.86,697.93,2.0,697.93,1.0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1395.86,2.0,1395.86,1
C35123,1,4,1546.92,386.73,4.0,386.73,1.0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1546.92,4.0,1546.92,1
C35136,1,1,634.94,634.94,5.0,634.94,0.2,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,634.94,1.0,634.94,3
C35168,1,2,1199.72,599.86,7.0,599.86,0.2857142857142857,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1199.72,2.0,1199.72,3
C35355,1,4,1327.6,331.9,5.0,331.9,0.8,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1327.6,4.0,1327.6,0
C35377,1,5,3119.05,623.81,6.0,623.8100000000001,0.8333333333333334,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3119.05,5.0,3119.05,1
C35397,1,5,331.55,66.31,7.0,66.31,0.7142857142857143,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,331.55,5.0,331.55,0
C35483,1,3,671.1,223.7,3.0,223.7,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,671.1,3.0,671.1,0
C35566,1,4,258.76,64.69,7.0,64.69,0.5714285714285714,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,258.76,4.0,258.76,0
C35628,1,3,1660.71,553.57,4.0,553.57,0.75,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1660.71,3.0,1660.71,1
C35669,1,5,2894.15,578.83,6.0,578.83,0.8333333333333334,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2894.15,5.0,2894.15,1
C35711,1,4,1308.48,327.12,4.0,327.12,1.0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1308.48,4.0,1308.48,0
C35785,1,1,427.82,427.82,2.0,427.82,0.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,427.82,1.0,427.82,3
C35852,2,7,1248.39,203.72500000000002,5.5,203.72500000000002,0.65,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,624.195,3.5,624.195,2
C35854,1,5,939.85,187.97,9.0,187.97,0.5555555555555556,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,939.85,5.0,939.85,0
C35983,1,5,3137.15,627.43,10.0,627.4300000000001,0.5,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3137.15,5.0,3137.15,1
C35987,1,5,3267.3,653.46,9.0,653.46,0.5555555555555556,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3267.3,5.0,3267.3,1
C36014,1,2,869.94,434.97,7.0,434.97,0.2857142857142857,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,869.94,2.0,869.94,3
C36137,1,3,717.24,239.08,8.0,239.08,0.375,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,717.24,3.0,717.24,0
C36150,1,2,1069.82,534.91,5.0,534.91,0.4,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1069.82,2.0,1069.82,3
C36174,1,3,926.94,308.98,3.0,308.98,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,926.94,3.0,926.94,0
C36383,1,5,2107.2,421.44,5.0,421.44,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2107.2,5.0,2107.2,1
C36408,1,5,3075.5,615.1,10.0,615.1,0.5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3075.5,5.0,3075.5,1
C36467,1,1,75.78,75.78,5.0,75.78,0.2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,75.78,1.0,75.78,3
C36492,1,1,45.94,45.94,2.0,45.94,0.5,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,45.94,1.0,45.94,3
C36497,1,2,86.3,43.15,3.0,43.15,0.6666666666666666,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,86.3,2.0,86.3,3
C36534,1,3,1963.62,654.54,7.0,654.54,0.4285714285714285,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1963.62,3.0,1963.62,1
C36540,1,4,728.32,182.08,4.0,182.08,1.0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,728.32,4.0,728.32,0
C36613,1,3,1894.92,631.64,3.0,631.64,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1894.92,3.0,1894.92,1
C36688,1,1,305.17,305.17,3.0,305.17,0.3333333333333333,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,305.17,1.0,305.17,3
C36725,1,5,3253.6,650.72,8.0,650.72,0.625,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3253.6,5.0,3253.6,1
C36778,1,1,388.33,388.33,2.0,388.33,0.5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,388.33,1.0,388.33,3
C36813,1,3,1842.45,614.15,3.0,614.15,1.0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1842.45,3.0,1842.45,1
C36825,1,2,877.52,438.76,2.0,438.76,1.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,877.52,2.0,877.52,3
C36938,1,3,761.94,253.98,3.0,253.98,1.0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,761.94,3.0,761.94,0
C36992,1,3,671.37,223.79,3.0,223.79,1.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,671.37,3.0,671.37,0
C36997,1,4,745.64,186.41,6.0,186.41,0.6666666666666666,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,745.64,4.0,745.64,0
C37032,1,2,847.76,423.88,7.0,423.88,0.2857142857142857,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,847.76,2.0,847.76,3
C37235,1,4,151.04,37.76,7.0,37.76,0.5714285714285714,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,151.04,4.0,151.04,0
C37249,1,2,491.72,245.86,4.0,245.86,0.5,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,491.72,2.0,491.72,3
C37375,1,2,1036.46,518.23,5.0,518.23,0.4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1036.46,2.0,1036.46,3
C37412,1,1,432.47,432.47,4.0,432.47,0.25,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,432.47,1.0,432.47,3
C37454,1,3,1303.35,434.45,4.0,434.45,0.75,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1303.35,3.0,1303.35,1
C37455,1,5,2380.05,476.01,7.0,476.0100000000001,0.7142857142857143,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2380.05,5.0,2380.05,1
C37531,1,5,1349.3,269.86,6.0,269.86,0.8333333333333334,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1349.3,5.0,1349.3,0
C37594,1,4,1361.2,340.3,8.0,340.3,0.5,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1361.2,4.0,1361.2,0
C37969,1,3,362.46,120.82,5.0,120.82,0.6,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,362.46,3.0,362.46,0
C38024,1,2,546.86,273.43,7.0,273.43,0.2857142857142857,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,546.86,2.0,546.86,3
C38065,1,3,1178.55,392.85,6.0,392.85,0.5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1178.55,3.0,1178.55,0
C38068,1,5,1302.65,260.53,5.0,260.53000000000003,1.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1302.65,5.0,1302.65,0
C38126,1,4,2060.76,515.19,9.0,515.19,0.4444444444444444,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2060.76,4.0,2060.76,1
C38134,1,2,419.88,209.94,3.0,209.94,0.6666666666666666,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,419.88,2.0,419.88,3
C38262,1,1,155.27,155.27,6.0,155.27,0.1666666666666666,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,155.27,1.0,155.27,3
C38557,1,3,1915.5,638.5,4.0,638.5,0.75,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1915.5,3.0,1915.5,1
C38642,1,5,1046.0,209.2,6.0,209.2,0.8333333333333334,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1046.0,5.0,1046.0,0
C38669,1,4,405.28,101.32,7.0,101.32,0.5714285714285714,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,405.28,4.0,405.28,0
C38785,1,2,361.0,180.5,6.0,180.5,0.3333333333333333,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,361.0,2.0,361.0,3
C38840,1,4,2332.28,583.07,6.0,583.07,0.6666666666666666,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2332.28,4.0,2332.28,1
C38845,1,1,532.89,532.89,2.0,532.89,0.5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,532.89,1.0,532.89,3
C38928,1,4,1671.56,417.89,4.0,417.89,1.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1671.56,4.0,1671.56,1
C38966,1,5,2021.95,404.39,10.0,404.39,0.5,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2021.95,5.0,2021.95,1
C39000,1,1,287.46,287.46,3.0,287.46,0.3333333333333333,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,287.46,1.0,287.46,3
C39017,1,3,994.38,331.46,6.0,331.46,0.5,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,994.38,3.0,994.38,0
C39074,1,5,3032.6,606.52,6.0,606.52,0.8333333333333334,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3032.6,5.0,3032.6,1
C39106,1,1,546.19,546.19,5.0,546.19,0.2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,546.19,1.0,546.19,3
C39130,1,5,226.55,45.31,8.0,45.31,0.625,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,226.55,5.0,226.55,0
C39176,1,4,1737.68,434.42,6.0,434.42,0.6666666666666666,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1737.68,4.0,1737.68,1
C39246,1,5,931.4,186.28,8.0,186.28,0.625,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,931.4,5.0,931.4,0
C39256,1,1,417.1,417.1,3.0,417.1,0.3333333333333333,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,417.1,1.0,417.1,3
C39260,1,2,427.66,213.83,2.0,213.83,1.0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,427.66,2.0,427.66,3
C39416,1,1,473.96,473.96,3.0,473.96,0.3333333333333333,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,473.96,1.0,473.96,3
C39530,1,3,1704.15,568.05,6.0,568.0500000000001,0.5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1704.15,3.0,1704.15,1
C39550,1,1,558.27,558.27,1.0,558.27,1.0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,558.27,1.0,558.27,3
C39551,1,1,76.93,76.93,6.0,76.93,0.1666666666666666,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,76.93,1.0,76.93,3
C39593,1,3,2078.13,692.71,3.0,692.71,1.0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2078.13,3.0,2078.13,1
C39638,1,4,2161.32,540.33,6.0,540.33,0.6666666666666666,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2161.32,4.0,2161.32,1
C39639,1,1,65.95,65.95,5.0,65.95,0.2,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,65.95,1.0,65.95,3
C39648,1,1,465.33,465.33,2.0,465.33,0.5,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,465.33,1.0,465.33,3
C39664,1,5,946.25,189.25,10.0,189.25,0.5,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,946.25,5.0,946.25,0
C39671,1,1,217.56,217.56,3.0,217.56,0.3333333333333333,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,217.56,1.0,217.56,3
C39791,1,2,597.06,298.53,5.0,298.53,0.4,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,597.06,2.0,597.06,3
C39906,1,1,75.01,75.01,3.0,75.01,0.3333333333333333,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,75.01,1.0,75.01,3
C39911,1,4,2073.6,518.4,7.0,518.4,0.5714285714285714,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2073.6,4.0,2073.6,1
C40136,1,3,1039.56,346.52,3.0,346.52,1.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1039.56,3.0,1039.56,0
C40140,1,5,363.2,72.64,7.0,72.64,0.7142857142857143,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,363.2,5.0,363.2,0
C40201,1,2,185.82,92.91,3.0,92.91,0.6666666666666666,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,185.82,2.0,185.82,3
C40304,1,4,479.36,119.84,8.0,119.84,0.5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,479.36,4.0,479.36,0
C40427,1,1,613.98,613.98,4.0,613.98,0.25,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,613.98,1.0,613.98,3
C40466,1,1,541.64,541.64,5.0,541.64,0.2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,541.64,1.0,541.64,3
C40538,1,2,423.64,211.82,4.0,211.82,0.5,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,423.64,2.0,423.64,3
C40648,1,2,603.76,301.88,5.0,301.88,0.4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,603.76,2.0,603.76,3
C40771,1,4,697.96,174.49,5.0,174.49,0.8,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,697.96,4.0,697.96,0
C40798,1,3,1081.98,360.66,5.0,360.66,0.6,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1081.98,3.0,1081.98,3
C40863,1,3,489.39,163.13,5.0,163.13,0.6,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,489.39,3.0,489.39,0
C40882,1,4,868.52,217.13,8.0,217.13,0.5,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,868.52,4.0,868.52,0
C40949,1,2,1105.26,552.63,7.0,552.63,0.2857142857142857,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1105.26,2.0,1105.26,3
C40967,1,5,287.25,57.45,10.0,57.45,0.5,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,287.25,5.0,287.25,0
C41132,1,1,381.61,381.61,5.0,381.61,0.2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,381.61,1.0,381.61,3
C41137,1,3,1347.39,449.13,5.0,449.13000000000005,0.6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1347.39,3.0,1347.39,1
C41284,1,4,737.92,184.48,4.0,184.48,1.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,737.92,4.0,737.92,0
C41320,1,3,1709.52,569.84,8.0,569.84,0.375,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1709.52,3.0,1709.52,1
C41331,1,5,1203.05,240.61,10.0,240.61,0.5,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1203.05,5.0,1203.05,0
C41460,1,5,747.75,149.55,9.0,149.55,0.5555555555555556,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,747.75,5.0,747.75,0
C41478,1,4,2138.28,534.57,6.0,534.57,0.6666666666666666,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2138.28,4.0,2138.28,1
C41508,1,4,429.96,107.49,5.0,107.49,0.8,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,429.96,4.0,429.96,0
C41598,1,3,1472.76,490.92,5.0,490.92,0.6,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1472.76,3.0,1472.76,1
C41709,1,2,712.7,356.35,6.0,356.35,0.3333333333333333,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,712.7,2.0,712.7,3
C41903,1,3,160.8,53.6,4.0,53.6,0.75,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,160.8,3.0,160.8,0
C41974,1,3,2099.79,699.93,7.0,699.93,0.4285714285714285,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2099.79,3.0,2099.79,1
C42108,1,2,641.36,320.68,5.0,320.68,0.4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,641.36,2.0,641.36,3
C42235,1,4,1193.44,298.36,8.0,298.36,0.5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1193.44,4.0,1193.44,0
C42270,1,2,482.98,241.49,7.0,241.49,0.2857142857142857,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,482.98,2.0,482.98,3
C42306,1,3,612.81,204.27,4.0,204.27,0.75,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,612.81,3.0,612.81,0
C42365,1,1,214.08,214.08,2.0,214.08,0.5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,214.08,1.0,214.08,3
C42372,1,4,1093.0,273.25,5.0,273.25,0.8,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1093.0,4.0,1093.0,0
C42451,1,5,665.05,133.01,10.0,133.01,0.5,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,665.05,5.0,665.05,0
C42577,1,1,399.98,399.98,3.0,399.98,0.3333333333333333,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,399.98,1.0,399.98,3
C42949,1,1,660.66,660.66,3.0,660.66,0.3333333333333333,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,660.66,1.0,660.66,3
C43124,1,4,2773.44,693.36,8.0,693.36,0.5,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2773.44,4.0,2773.44,1
C43212,1,4,2200.56,550.14,4.0,550.14,1.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2200.56,4.0,2200.56,1
C43249,1,3,1391.43,463.81,8.0,463.81,0.375,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1391.43,3.0,1391.43,1
C43330,1,3,580.47,193.49,6.0,193.49,0.5,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,580.47,3.0,580.47,0
C43335,1,2,548.24,274.12,6.0,274.12,0.3333333333333333,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,548.24,2.0,548.24,3
C43338,1,3,1435.95,478.65,4.0,478.65,0.75,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1435.95,3.0,1435.95,1
C43443,1,5,3129.85,625.97,9.0,625.97,0.5555555555555556,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3129.85,5.0,3129.85,1
C43524,1,5,2621.3,524.26,5.0,524.26,1.0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2621.3,5.0,2621.3,1
C43538,1,3,1290.18,430.06,8.0,430.06,0.375,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1290.18,3.0,1290.18,1
C43545,1,5,1876.25,375.25,9.0,375.25,0.5555555555555556,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1876.25,5.0,1876.25,1
C43546,1,3,485.91,161.97,4.0,161.97,0.75,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,485.91,3.0,485.91,0
C43595,1,5,2807.4,561.48,9.0,561.48,0.5555555555555556,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2807.4,5.0,2807.4,1
C43721,1,1,131.61,131.61,2.0,131.61,0.5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,131.61,1.0,131.61,3
C43842,1,2,1303.14,651.57,7.0,651.57,0.2857142857142857,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1303.14,2.0,1303.14,1
C43867,1,1,524.06,524.06,3.0,524.06,0.3333333333333333,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,524.06,1.0,524.06,3
C43911,1,4,1674.84,418.71,8.0,418.71,0.5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1674.84,4.0,1674.84,1
C43919,1,3,1804.8,601.6,7.0,601.6,0.4285714285714285,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1804.8,3.0,1804.8,1
C43965,1,2,359.92,179.96,5.0,179.96,0.4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,359.92,2.0,359.92,3
C44148,1,4,1505.72,376.43,5.0,376.43,0.8,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1505.72,4.0,1505.72,1
C44176,1,1,77.64,77.64,1.0,77.64,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,77.64,1.0,77.64,3
C44267,1,2,853.4,426.7,5.0,426.7,0.4,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,853.4,2.0,853.4,3
C44277,1,1,458.63,458.63,4.0,458.63,0.25,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,458.63,1.0,458.63,3
C44366,1,2,776.44,388.22,2.0,388.22,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,776.44,2.0,776.44,3
C44492,1,5,277.05,55.41,5.0,55.41,1.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,277.05,5.0,277.05,0
C44619,1,3,475.11,158.37,6.0,158.37,0.5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,475.11,3.0,475.11,0
C44674,1,1,627.34,627.34,1.0,627.34,1.0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,627.34,1.0,627.34,3
C44733,1,1,87.06,87.06,4.0,87.06,0.25,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,87.06,1.0,87.06,3
C44778,1,1,153.0,153.0,4.0,153.0,0.25,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,153.0,1.0,153.0,3
C45104,1,1,687.89,687.89,1.0,687.89,1.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,687.89,1.0,687.89,3
C45175,1,1,70.82,70.82,1.0,70.82,1.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,70.82,1.0,70.82,3
C45187,1,5,420.65,84.13,9.0,84.13,0.5555555555555556,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,420.65,5.0,420.65,0
C45482,1,2,198.2,99.1,6.0,99.1,0.3333333333333333,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,198.2,2.0,198.2,0
C45599,1,5,2379.75,475.95,8.0,475.95,0.625,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2379.75,5.0,2379.75,1
C45671,1,2,1314.96,657.48,5.0,657.48,0.4,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1314.96,2.0,1314.96,3
C45862,1,1,176.1,176.1,1.0,176.1,1.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,176.1,1.0,176.1,3
C45899,1,2,1285.96,642.98,7.0,642.98,0.2857142857142857,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1285.96,2.0,1285.96,3
C46015,1,5,1812.3,362.46,6.0,362.46,0.8333333333333334,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1812.3,5.0,1812.3,1
C46210,1,3,1286.64,428.88,3.0,428.88000000000005,1.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1286.64,3.0,1286.64,3
C46316,1,2,930.36,465.18,2.0,465.18,1.0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,930.36,2.0,930.36,3
C46504,1,2,745.84,372.92,7.0,372.92,0.2857142857142857,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,745.84,2.0,745.84,3
C46509,1,2,1174.98,587.49,6.0,587.49,0.3333333333333333,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1174.98,2.0,1174.98,3
C46557,1,2,237.18,118.59,2.0,118.59,1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,237.18,2.0,237.18,3
C46651,2,5,1360.8899999999999,239.025,5.0,239.025,0.5,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,680.4449999999999,2.5,680.4449999999999,2
C46873,1,4,1965.16,491.29,6.0,491.29,0.6666666666666666,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1965.16,4.0,1965.16,1
C46877,1,1,210.7,210.7,2.0,210.7,0.5,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,210.7,1.0,210.7,3
C46886,1,3,1849.17,616.39,6.0,616.39,0.5,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1849.17,3.0,1849.17,1
C46920,1,2,1362.12,681.06,3.0,681.06,0.6666666666666666,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1362.12,2.0,1362.12,3
C46967,1,2,1026.84,513.42,5.0,513.42,0.4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1026.84,2.0,1026.84,3
C47022,1,3,500.97,166.99,8.0,166.99,0.375,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,500.97,3.0,500.97,0
C47086,1,4,609.16,152.29,6.0,152.29,0.6666666666666666,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,609.16,4.0,609.16,0
C47283,1,1,263.96,263.96,2.0,263.96,0.5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,263.96,1.0,263.96,3
C47284,1,3,893.01,297.67,6.0,297.67,0.5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,893.01,3.0,893.01,0
